nomeBiblioteca	AssignmentExpression	ArrayExpression	BlockStatement	BinaryExpression	BreakStatement	CallExpression	CatchClause	ConditionalExpression	ContinueStatement	DoWhileStatement	DebuggerStatement	EmptyStatement	ExpressionStatement	ForStatement	ForInStatement	FunctionDeclaration	FunctionExpression	Identifier	IfStatement	Literal	LabeledStatement	LogicalExpression	MemberExpression	NewExpression	ObjectExpression	Property	ReturnStatement	SequenceExpression	SwitchStatement	SwitchCase	ThisExpression	ThrowStatement	TryStatement	UnaryExpression	UpdateExpression	VariableDeclaration	VariableDeclarator	WhileStatement	WithStatement	ArrayPattern	ObjectPattern	ArrowFunctionExpression	ClassExpression	TaggedTemplateExpression	Super	YieldExpression	AssignmentPattern	RestElement	MethodDefinition	TemplateElement	TemplateLiteral	SpreadElement	ForOfStatement
eslint-plugin-deopt	1	4	9	2	0	11	0	0	0	0	0	0	7	0	1	1	1	52	1	4	0	1	20	0	2	3	3	0	0	0	0	0	0	0	0	3	3	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0
fable-import-pixi	15	1	18	8	1	13	0	4	0	0	0	1	17	0	1	6	4	159	7	17	0	3	40	0	2	1	9	0	0	0	0	0	0	1	0	15	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h4e	18	5	45	5	0	110	1	3	0	0	0	0	93	0	0	8	28	466	7	91	0	8	105	0	34	53	2	0	0	0	0	0	1	0	0	13	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
icalendar	125	73	363	563	17	1483	0	25	3	0	0	0	750	14	11	41	256	4477	135	2523	1	91	1470	335	36	40	170	0	2	12	179	17	0	74	20	260	263	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-knob	337	37	194	321	7	398	0	15	0	0	0	0	481	11	2	15	92	2780	69	664	0	78	1357	5	31	103	43	0	3	12	525	2	0	32	11	147	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery.blurry	20	4	24	24	0	44	0	0	0	0	0	0	40	4	0	0	14	217	6	65	0	4	70	0	11	22	2	0	0	0	14	0	0	12	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multicolour-storage-s3	12	1	22	0	0	24	0	0	0	0	0	0	21	0	0	0	12	137	6	17	0	6	56	2	11	17	12	0	0	0	33	2	0	9	0	6	6	0	0	0	0	4	0	0	2	0	0	0	0	3	1	0	0
node-v8-clone	79	79	158	172	10	478	0	5	0	0	0	4	432	10	5	4	143	2021	19	598	0	8	773	31	34	42	57	0	1	10	101	1	0	23	11	134	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nodeunit-b	15	19	55	8	0	185	1	0	0	0	0	0	116	0	0	0	48	694	5	122	0	0	249	1	35	41	8	0	0	0	43	3	1	2	0	64	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polylinear-scale	24	58	30	40	2	104	0	0	0	0	0	0	58	0	0	2	4	326	10	224	0	8	127	2	0	0	5	2	0	0	0	2	0	29	2	24	24	2	0	0	0	10	0	0	0	0	0	0	0	2	1	0	0
randomstring	18	0	46	33	0	69	1	0	1	0	0	0	54	3	0	2	20	298	13	84	0	3	72	1	11	17	3	0	0	0	10	0	1	11	5	41	44	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rocambole-strip-console	1	0	9	7	0	18	0	0	0	0	0	0	10	0	0	1	4	70	4	21	0	9	24	0	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
saucie	29	40	165	32	3	377	1	5	0	0	0	0	193	1	0	15	121	1278	20	321	0	19	491	7	33	82	68	0	1	4	49	1	1	9	1	68	69	0	0	0	0	2	0	0	0	0	0	0	0	10	5	0	0
secure-credentials	4	0	9	1	0	7	0	0	0	0	0	0	8	0	1	0	2	56	4	9	0	1	26	0	1	2	2	0	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
semver-extra	2	19	25	8	0	60	0	0	0	0	0	0	23	1	0	8	13	185	3	67	0	2	59	0	0	0	13	0	0	0	0	0	0	6	1	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tablesorter	8228	1462	8561	9958	123	16777	51	1811	30	2	0	31	13183	667	72	287	2580	103415	4395	25140	0	4179	36896	380	1147	4857	1933	55	27	148	1126	51	51	2389	906	1645	6466	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
webdriverio-client	2	2	35	26	0	69	0	0	0	0	0	0	19	0	0	2	12	234	2	55	0	0	98	1	3	9	29	0	0	0	21	1	0	0	0	13	13	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
@raulcifuentesmunicipios-colombia	0	1	7	1	0	8	0	0	0	0	0	0	0	0	0	4	2	32	1	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
any-file	32	2	193	53	0	320	3	10	0	0	0	0	201	0	0	1	121	1229	48	243	0	20	242	7	15	32	55	0	0	0	2	3	3	22	0	112	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asserted	72	17	133	79	0	213	0	7	0	0	0	1	114	3	0	3	75	944	52	269	0	30	314	21	22	31	66	2	0	0	38	13	0	69	3	43	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
commerceml-js	97	51	67	26	4	56	0	2	0	0	0	0	96	3	6	7	34	502	20	174	0	4	181	9	22	39	38	2	2	6	72	1	0	0	4	14	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyclonp2p	1322	183	1567	1081	33	1842	20	108	8	0	0	3	1961	118	11	164	690	13636	659	2298	0	220	3888	155	260	499	704	16	8	31	949	56	20	577	151	942	1105	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
datatables.net-autofill-zf	4	1	10	2	0	8	0	0	0	0	0	0	8	0	0	0	4	56	5	9	0	2	14	0	0	0	3	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
generator-myadmin	1	3	14	6	0	58	0	0	0	0	0	0	34	0	0	0	10	124	2	77	0	0	66	2	9	15	3	0	0	0	30	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ienoopen	1	0	7	0	0	17	0	0	0	0	0	0	13	0	0	0	7	38	0	12	0	0	15	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery.html	0	4	1	8	0	7	0	0	0	0	0	0	5	0	0	0	1	38	0	28	0	0	7	0	11	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery.scrollex	27	1	25	39	6	48	0	0	0	0	0	1	48	2	0	1	18	330	17	53	0	6	93	0	3	17	15	0	1	7	29	0	0	6	3	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msgpack-js-v5	121	8	93	183	0	146	0	5	0	0	0	0	169	7	0	8	17	910	73	317	0	4	314	12	2	1	98	0	1	33	147	9	0	16	15	30	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
random-unicodes	8	0	14	2	0	31	0	0	0	0	0	0	17	0	0	1	6	92	2	28	0	0	26	0	4	6	3	0	0	0	0	0	0	1	3	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s3shield	67	10	188	28	0	419	0	1	0	0	0	0	412	0	0	22	125	2043	35	455	0	4	701	34	53	103	27	0	0	0	149	4	0	14	31	138	138	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
statsd-errplane-backend	42	1	33	16	0	22	0	0	0	0	0	0	53	0	6	0	7	300	15	33	0	4	82	0	7	16	3	0	0	0	0	0	0	2	0	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t-range	1	1	6	9	0	15	0	0	0	0	0	0	6	0	0	2	4	92	0	17	0	1	15	0	5	16	3	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
timer-machine	20	0	88	9	0	196	0	1	0	0	1	0	186	0	0	2	79	531	7	96	0	1	282	5	2	0	20	0	0	0	31	0	0	3	2	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
to-null	0	1	8	2	0	22	0	0	0	0	0	0	14	0	0	1	7	61	1	25	0	2	15	0	0	0	2	0	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utmify	1	0	3	1	0	10	0	0	0	0	0	0	5	0	0	1	2	38	1	7	0	0	9	0	7	6	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
xkcdplot	3123	540	2257	3976	29	3505	3	449	6	4	0	4	3240	114	31	636	934	29998	997	4739	0	344	7301	101	193	761	1460	200	3	16	474	1	11	841	283	900	2552	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angular-es6-di	23	11	29	13	0	48	0	0	0	0	0	0	31	1	0	5	8	273	9	15	0	4	99	1	1	2	19	0	0	0	12	0	0	1	1	11	11	0	0	0	0	17	0	0	0	0	3	1	0	0	0	0	0
angular-invocation-handler	43	63	158	30	0	289	2	2	0	0	0	1	237	0	2	7	103	1443	38	382	0	44	427	2	106	244	40	0	0	0	1	2	2	15	0	36	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blob-to-buffer	0	1	10	3	0	13	0	0	0	0	0	0	13	0	0	1	7	55	4	13	0	1	11	5	1	1	0	0	0	0	0	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
browser-menu	38	2	31	22	0	61	0	3	0	0	0	0	84	0	0	15	6	366	16	96	0	3	124	2	6	26	13	0	0	0	0	0	0	5	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
digital-chain	36	8	85	17	1	369	0	0	0	0	0	0	229	3	0	2	59	1268	18	188	0	1	617	4	0	0	19	0	0	0	50	1	0	2	15	90	90	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
five-bells-visualization	167	34	197	171	8	355	2	9	4	1	0	0	323	8	3	10	87	2152	55	347	0	11	1064	24	34	91	35	0	1	5	294	3	2	11	17	123	124	2	0	0	0	47	0	0	3	14	0	0	0	0	0	0	11
fluent-arguments	4	17	27	3	0	54	0	2	0	0	0	0	29	0	0	6	15	223	3	78	0	0	36	0	42	72	10	0	0	0	2	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is-upper-case	0	0	4	1	0	13	0	0	0	0	0	0	7	0	0	0	4	23	0	14	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
itemplate_bulma_css_framework_admin_template	4852	693	6776	4994	74	8245	48	1398	22	6	0	2	6298	120	88	1238	1733	59853	2796	9567	8	2808	13575	252	656	1854	3080	20	16	130	1225	50	48	1922	522	2394	4568	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
java-packagename-regex	0	0	5	0	0	38	0	0	0	0	0	0	19	0	0	0	5	77	0	45	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lux-i18n	1	1	8	1	0	12	0	0	0	0	0	0	3	0	0	2	4	77	1	2	0	5	19	1	5	9	6	0	0	0	5	0	0	1	0	6	6	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0
request-micro	54	1	117	56	0	289	1	3	0	0	0	0	257	0	1	5	99	1129	23	229	0	4	390	4	14	26	13	0	0	0	1	1	1	6	0	61	61	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
scratch-blocks	2338	610	3805	2693	65	5887	18	166	13	10	0	1	5478	236	22	120	1264	37896	1751	9890	0	658	18989	310	669	2778	716	11	11	72	4124	53	55	822	272	2191	2317	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
string-substitute	1	0	8	5	0	17	0	0	0	0	0	0	11	1	0	0	7	36	0	27	0	0	9	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utf8-encoding	0	24	10	7	0	17	1	0	0	0	0	0	13	1	0	4	2	78	1	84	0	1	17	5	0	0	0	0	0	0	0	0	1	2	1	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utransformers	48	2	22	46	0	49	0	0	0	0	0	0	61	7	0	6	5	320	3	111	0	0	82	6	1	4	2	0	0	0	0	0	0	0	7	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
validate.io-anagram	4	4	18	8	0	36	0	0	0	0	0	0	18	2	0	3	8	107	5	43	0	0	28	2	2	0	7	0	0	0	0	1	0	3	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@fevent-handler	9	6	21	4	8	44	0	2	0	0	0	0	17	0	0	10	7	193	9	32	0	5	29	0	9	15	20	0	2	9	0	0	0	2	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angular-pretty-bytes	1	7	7	0	0	24	0	1	0	0	0	0	13	0	0	0	7	60	0	39	0	0	16	0	6	17	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cacher	18	3	154	28	0	507	1	1	0	0	0	0	255	0	1	8	126	1336	22	395	0	9	475	18	16	18	28	0	0	0	13	2	1	19	0	33	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
condense-whitespace	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	7	1	4	0	0	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cordova-plugin-keychain-touch-id	0	6	6	0	0	6	0	0	0	0	0	0	6	0	0	0	6	44	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3fc-group	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
day-spa	0	4	10	4	0	28	0	0	0	0	0	0	2	0	0	0	10	52	1	21	0	0	23	0	1	1	7	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
debugger-api	10	1	47	6	0	76	0	2	0	0	0	0	81	0	0	7	38	377	4	70	0	0	132	7	13	7	3	0	0	0	15	0	0	4	1	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
es6-promise-pool	83	3	241	58	0	343	2	4	0	0	0	0	254	2	0	0	183	1388	37	333	0	18	442	71	31	29	103	0	2	6	62	3	2	22	15	156	163	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
express-dot	11	0	17	10	0	26	0	3	0	0	0	0	19	0	1	2	11	176	12	27	0	2	38	1	1	0	13	0	0	0	0	1	0	4	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flat-merge-n	1	0	10	0	0	29	0	0	0	0	0	0	18	0	0	1	8	146	0	43	0	0	22	0	29	33	1	0	0	0	0	0	0	0	0	9	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gulp-imager	3	0	5	11	0	6	0	1	0	0	0	0	6	0	0	1	0	48	4	15	0	0	20	0	1	3	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iosdriver	34	2	50	8	1	45	3	0	0	0	0	0	64	0	2	0	28	349	9	39	0	8	161	5	18	41	7	0	0	0	74	0	3	3	1	17	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jQuery	78	56	116	72	0	853	4	0	0	0	0	0	546	3	0	6	91	2692	7	1173	0	10	1055	7	112	198	27	0	0	0	12	0	4	52	3	143	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mlingual	14	5	55	8	0	112	0	0	0	0	0	0	49	0	0	9	7	457	11	24	0	0	117	13	2	3	20	0	0	0	4	1	0	4	0	33	33	0	0	0	0	32	0	0	0	0	1	0	0	11	5	0	2
objimg	658	46	324	595	7	685	0	78	0	0	0	162	893	75	3	10	64	7776	159	1206	0	51	3305	97	151	564	39	4	3	8	248	0	0	68	511	473	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
osx-photostream	5	0	16	19	0	19	0	1	0	0	0	0	18	1	0	2	6	117	6	33	0	1	36	0	3	2	3	0	0	0	0	0	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
passport-google-oauth-v2	40	5	117	6	0	154	2	1	0	0	0	0	152	0	0	8	89	851	17	136	0	13	289	12	40	44	17	0	0	0	18	0	2	1	0	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qreq	0	10	1	0	0	11	0	0	0	0	0	0	10	0	0	0	1	52	0	39	0	0	12	0	11	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s3-ingestor	477	441	788	253	2	1775	10	26	0	0	0	0	2013	0	0	22	711	9150	86	2088	0	80	4242	118	389	706	147	0	2	9	82	2	10	210	12	286	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tracking-protection	11	0	12	9	0	11	0	0	0	0	0	0	17	0	0	0	1	67	8	9	0	3	11	2	0	0	1	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
undefined-killer	3	0	4	3	0	2	0	0	0	0	0	0	4	0	0	0	2	23	2	3	0	0	7	0	1	0	1	0	0	0	2	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
upnp_da11	38	0	90	57	0	39	3	25	0	0	0	0	63	1	0	0	67	517	30	98	0	7	258	36	3	2	45	0	0	0	115	25	3	0	1	21	21	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0
angular-internationalization	100	26	206	43	0	338	3	9	0	0	0	0	289	0	2	0	143	1551	44	334	0	38	624	18	58	146	62	0	0	0	105	14	3	31	1	36	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bayesian-bandit	38	6	43	41	0	77	0	2	0	1	0	0	96	4	0	5	29	497	3	118	0	6	195	15	15	27	10	0	0	0	17	1	0	3	5	29	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beam-trace-2d	137	161	111	342	0	219	0	1	4	0	0	0	273	6	0	11	28	2217	77	711	0	63	990	104	13	27	24	0	0	0	41	0	0	109	8	83	90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bson-ext	609	159	904	1244	15	2547	19	74	4	1	0	17	1441	86	5	21	384	11326	336	4796	0	192	3666	415	266	391	327	6	2	8	446	26	19	158	160	994	1067	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chart.js-v2	1469	2082	1890	1813	21	6405	1	264	1	1	0	0	4293	57	4	82	1098	39518	540	11513	0	400	13980	167	3187	8062	408	14	1	10	402	1	1	604	74	2164	2339	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chartcollection	8723	1049	8140	8077	89	10401	57	1301	46	12	0	9	9758	455	156	958	3218	80316	3445	13075	0	2202	24744	278	925	2654	3933	380	16	61	4228	62	65	2395	813	2053	6011	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3x	257	55	417	143	0	1339	9	24	1	0	0	2	709	5	0	21	346	5929	106	897	0	31	2408	195	151	208	235	0	0	0	58	14	9	73	13	314	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
firebase-queue	358	95	775	223	0	1820	69	4	0	0	0	0	1307	3	0	4	406	7453	176	1541	0	52	3171	184	236	355	187	0	0	0	56	15	69	61	7	212	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
front-markjs	402	102	1110	303	0	1878	29	53	3	0	0	0	1447	8	4	4	624	6423	234	2577	0	90	1943	135	213	640	187	0	3	12	390	4	29	145	64	318	521	15	0	0	4	114	0	0	0	0	14	0	0	78	34	0	0
happn	2200	560	8240	4790	11	18113	396	58	6	1	0	5	13772	73	48	144	6044	73549	3778	17761	0	256	20593	597	4455	6590	2744	12	5	50	1704	39	396	1044	521	3705	3811	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hide-powered-by	0	0	17	0	0	38	0	0	0	0	0	0	28	0	0	1	12	110	3	18	0	1	27	0	4	5	4	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
i18n4react	32	5	110	51	1	134	1	4	0	0	0	0	79	2	4	13	36	717	47	126	0	19	209	3	11	10	46	4	1	6	4	4	2	9	1	39	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ilyabirman-likely	236	36	447	193	0	900	3	57	0	0	0	0	329	11	13	30	339	4534	42	774	0	139	1416	15	162	326	228	129	0	0	272	6	3	124	19	172	362	0	0	2	2	52	0	0	0	0	0	0	0	46	28	2	0
jquery-request	12	0	27	14	0	45	0	1	0	0	0	0	32	0	0	9	5	256	19	30	0	12	66	0	2	5	18	0	0	0	0	0	0	22	0	26	26	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
jschr-bootstrap-modal	55	5	120	51	0	307	0	21	0	0	0	0	195	5	0	1	72	1165	54	228	0	42	626	2	9	56	21	0	0	0	204	0	0	30	5	51	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2n	19	0	20	12	0	32	0	0	0	0	0	0	37	0	0	6	8	180	5	47	0	0	86	4	3	7	3	0	0	0	33	0	0	1	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
marko-i18next	0	0	2	0	0	4	0	1	0	0	0	0	1	0	0	0	2	26	0	5	0	2	10	0	1	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p-combinator	32	27	172	36	1	466	0	2	0	1	0	0	150	3	1	7	115	1641	35	371	0	20	590	3	22	96	96	0	0	0	25	0	0	29	8	80	108	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
parents	2	8	13	8	0	36	0	8	0	0	0	0	12	0	0	1	11	140	4	48	0	3	36	0	4	3	9	0	0	0	0	0	0	4	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pit-scheduler	446	124	880	2902	50	4470	0	248	2	0	0	2	1454	16	4	0	575	14730	477	5471	0	497	6129	58	135	400	304	172	13	64	230	63	0	363	17	558	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tween-ticker	18	18	44	16	0	91	0	2	0	0	0	0	87	4	0	4	28	441	8	148	0	7	128	4	31	61	11	0	0	0	25	1	0	13	4	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
xml.js	36	8	90	23	4	192	0	6	0	0	0	0	118	0	4	0	65	655	20	249	0	9	263	3	33	39	23	0	0	0	4	1	0	18	2	57	57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amino-redis	19	10	52	11	0	82	2	0	0	0	0	0	78	0	0	0	23	323	19	109	0	4	104	1	7	7	2	0	0	0	1	0	2	7	2	8	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
changeiq-cli	10	4	40	42	1	92	0	2	1	0	0	0	33	4	0	7	13	380	14	81	0	5	129	2	2	6	16	0	0	0	0	1	0	8	6	24	24	3	0	0	0	3	0	0	0	0	0	0	0	35	10	0	0
cssman	11	2	22	31	3	41	0	2	5	0	0	0	15	2	2	7	6	241	22	56	0	12	61	5	0	0	21	0	0	0	3	0	0	13	4	26	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ember-cli-s3-sync	54	32	174	64	0	274	0	5	1	0	0	0	142	1	5	13	121	1369	35	265	0	34	427	10	51	100	94	0	0	0	75	4	0	21	2	128	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
expand-target	46	26	69	23	0	155	0	2	0	0	0	0	134	0	1	12	44	632	11	206	0	5	225	11	45	69	26	0	0	0	20	0	0	5	1	21	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
express-tongue	34	6	76	24	0	210	0	0	0	0	0	0	118	3	0	26	22	853	20	120	0	22	312	2	14	6	31	0	0	0	0	2	0	4	3	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grunt-dot-tmpl-compiler	3	3	26	17	0	54	0	0	0	0	0	0	36	1	0	0	22	214	5	45	0	0	54	1	9	16	4	0	0	0	2	0	0	0	2	17	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id-core	333	100	574	607	8	764	0	33	7	0	0	0	437	59	19	41	310	5792	248	976	0	186	2318	18	128	210	378	4	0	0	334	1	0	129	72	245	423	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
is-4byte-char	0	0	8	6	0	19	0	0	0	0	0	0	9	0	0	2	2	54	3	27	0	3	13	1	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
jsonpack	35	13	88	93	10	152	0	7	3	0	0	1	105	7	4	0	37	763	50	210	0	32	205	4	19	42	43	0	2	12	7	4	0	24	9	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
monitos.io	2	3	20	0	0	44	0	0	0	0	0	0	22	0	0	4	12	117	2	30	0	0	49	0	4	6	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
node-baidu-push	46	0	87	19	0	125	0	0	0	0	0	0	134	0	1	1	67	751	17	88	0	6	232	33	38	33	27	0	0	0	51	5	0	6	0	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-moip	18	0	35	9	2	24	0	0	0	0	0	0	34	0	0	3	11	255	19	43	0	0	87	7	5	23	15	0	1	2	16	1	0	3	0	22	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seku-r-dummy	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	2	4	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shadowcash	45	9	122	45	2	248	1	1	1	0	0	0	245	1	6	2	90	987	24	149	0	18	268	15	8	26	9	0	0	0	25	0	1	11	2	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trunk8	52	2	64	75	0	107	0	2	0	0	0	0	74	2	0	5	16	598	35	104	0	12	192	1	9	23	21	0	1	4	29	0	0	13	2	13	47	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utorrent-api	27	1	51	23	0	45	0	1	0	0	0	0	68	0	0	0	22	276	21	68	0	7	85	6	11	17	7	0	0	0	32	0	0	2	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
video-name-parser	39	13	42	27	0	149	0	3	0	0	0	2	66	0	0	4	22	554	40	164	0	53	240	2	2	0	18	0	0	0	0	0	0	28	0	27	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
web-errors	59	51	88	64	0	120	0	6	1	0	0	0	117	1	9	1	52	933	26	686	0	27	262	1	50	250	35	1	0	0	11	1	0	36	1	57	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x-memory-stream	18	0	13	13	0	8	0	0	0	0	0	0	22	0	0	0	3	98	8	13	0	0	14	5	0	0	5	0	0	0	1	0	0	2	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
