nomeBiblioteca	AssignmentExpression	ArrayExpression	BlockStatement	BinaryExpression	BreakStatement	CallExpression	CatchClause	ConditionalExpression	ContinueStatement	DoWhileStatement	DebuggerStatement	EmptyStatement	ExpressionStatement	ForStatement	ForInStatement	FunctionDeclaration	FunctionExpression	Identifier	IfStatement	Literal	LabeledStatement	LogicalExpression	MemberExpression	NewExpression	ObjectExpression	Property	ReturnStatement	SequenceExpression	SwitchStatement	SwitchCase	ThisExpression	ThrowStatement	TryStatement	UnaryExpression	UpdateExpression	VariableDeclaration	VariableDeclarator	WhileStatement	WithStatement	ArrayPattern	ObjectPattern	ArrowFunctionExpression	ClassExpression	TaggedTemplateExpression	Super	YieldExpression	AssignmentPattern	RestElement	MethodDefinition	TemplateElement	TemplateLiteral	SpreadElement	ForOfStatement
fecom	272	225	686	143	0	1538	1	50	0	0	0	0	785	0	0	17	515	6406	143	1392	0	66	1967	75	324	745	310	0	0	0	60	28	1	86	0	438	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gulp-angular-svg-d	20	1	29	29	0	45	0	1	0	0	0	0	23	0	0	5	7	252	13	54	0	15	67	1	6	8	14	0	0	0	0	0	0	6	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
homebridge-heyu	74	10	105	74	11	193	0	0	0	0	0	0	189	0	1	5	25	895	60	273	0	7	419	24	5	6	41	0	2	45	200	0	0	7	0	55	55	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-backgroundcover	107	9	90	142	0	139	0	0	0	0	0	0	155	0	0	4	28	868	50	176	0	5	287	10	22	59	12	0	0	0	134	4	0	24	0	14	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-simple-splitter	41	1	87	67	1	114	0	4	0	0	0	0	90	3	0	6	17	577	47	179	0	5	149	2	11	57	19	0	0	0	12	0	0	9	3	42	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
js-gc	0	0	17	2	0	5	1	0	0	0	0	0	2	0	0	0	3	42	11	4	0	0	20	0	0	0	8	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ls-stream	15	5	35	6	0	62	0	1	0	0	0	0	46	2	0	12	10	261	9	37	0	3	74	1	0	0	9	0	0	0	5	0	0	9	6	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
react-translation	7	1	26	13	0	21	0	5	0	0	0	0	13	2	1	6	13	204	8	30	0	8	50	3	8	11	17	1	1	2	5	3	0	6	2	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schema-inspector	144	172	784	450	0	1998	5	27	5	0	0	2	1393	18	9	16	487	10824	242	3037	0	117	5342	45	722	1329	240	1	0	0	187	4	5	203	20	559	567	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
take-generator	2	0	6	2	1	37	0	1	0	0	0	0	14	0	0	2	3	87	1	14	0	0	40	0	0	0	2	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
toastr	427	58	621	481	6	1220	6	38	1	0	0	1	1012	26	9	91	196	5890	250	1412	0	140	1854	27	108	430	152	1	3	15	103	4	6	108	43	197	331	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u.js	18	6	56	23	0	146	0	4	0	0	0	1	76	0	0	10	28	620	20	101	0	12	194	2	24	38	16	3	0	0	0	1	0	4	0	26	28	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0
undescores-for-npm	22	0	38	17	0	56	0	0	1	0	0	0	43	4	0	1	13	229	15	84	0	4	98	0	3	5	4	2	0	0	2	0	0	14	4	6	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
validate.io-unique	3	6	17	4	0	16	0	0	0	0	0	0	12	3	0	3	6	80	4	24	0	0	13	0	2	0	7	0	0	0	0	0	0	2	3	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
voo-i18n	3	8	18	5	0	24	0	0	0	0	0	0	9	1	0	0	11	132	7	35	0	3	43	0	9	15	11	0	0	0	6	0	0	3	1	7	7	0	0	0	0	0	0	0	0	0	4	0	0	3	1	0	0
y-xmpp	10	1	30	15	0	42	0	1	0	0	0	0	30	0	0	2	12	216	12	61	0	4	91	8	7	11	5	0	0	0	15	5	0	1	0	8	8	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0
zahlwort	31	4	20	47	0	31	0	6	0	0	0	1	39	1	0	2	7	170	15	112	0	4	25	0	0	0	3	0	0	0	0	0	0	7	1	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bootstrap-sass	662	20	545	515	4	1699	0	130	0	2	0	0	1221	4	4	38	344	7698	375	1586	0	284	3780	36	115	173	244	0	2	6	1119	8	0	199	8	516	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cordova-plugin-bb-io	4136	540	8252	3466	102	16611	156	317	15	0	0	0	12820	206	97	450	5023	67912	1817	15278	0	837	24848	878	1978	3718	1696	3	39	172	3426	143	161	1053	344	2152	3797	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
default-globalize-messages	7	3	6	2	0	14	0	1	0	0	0	0	7	0	0	4	0	73	2	18	0	3	36	0	2	0	4	0	0	0	7	0	0	2	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dot2rjs	93	8	91	51	0	123	4	7	2	0	0	0	102	5	0	0	38	653	33	93	0	9	122	1	2	0	50	7	0	0	0	7	4	12	5	13	78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
duhstar	0	0	2	2	0	6	0	0	0	0	0	0	1	0	0	0	2	34	1	6	0	1	9	0	0	0	2	0	0	0	0	0	0	1	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ember-frost-tabs	12	3	66	7	0	214	0	0	0	0	0	0	117	0	0	3	46	554	5	131	0	3	209	1	50	75	25	0	0	0	50	0	0	1	0	5	5	0	0	0	0	13	0	1	0	0	0	0	0	66	25	0	0
express-thunder	90	10	157	44	0	247	1	8	0	0	0	0	240	2	1	11	100	1093	36	204	0	11	374	6	35	39	23	0	0	0	42	2	1	17	2	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fov-2d	1	4	3	2	0	13	0	0	0	0	0	0	8	0	0	1	2	71	0	13	0	0	11	0	0	0	2	0	0	0	0	0	0	1	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fs-routes	8	1	9	8	0	16	0	0	0	0	0	0	9	0	0	3	1	92	4	24	0	0	25	0	8	15	3	0	0	0	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
game-of-life-ember-addon	64	2	58	35	0	85	0	0	0	0	0	0	90	2	0	5	37	432	11	69	0	2	181	6	13	8	18	0	0	0	69	0	0	4	2	33	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
generator-geb	3	4	19	2	0	87	0	0	0	0	0	0	29	0	0	2	16	169	1	68	0	0	89	0	6	12	7	0	0	0	33	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gerador-validador-cpf	50	33	130	189	0	426	0	9	0	0	0	0	139	8	0	8	72	1447	26	480	0	27	596	2	39	76	43	3	0	0	2	0	0	22	8	68	74	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
gridlayer	13	4	6	12	0	7	0	1	0	0	0	1	12	2	0	4	0	95	2	18	0	2	28	0	1	0	4	0	0	0	3	0	0	3	2	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intern	1028	293	2236	901	11	3277	24	77	2	4	0	0	2564	18	14	232	1291	17087	516	4366	0	248	5724	364	726	1916	677	0	5	23	804	73	30	173	59	1057	1071	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lightweightm2m-iotagent	72	103	336	84	0	653	0	0	0	0	0	0	519	9	3	66	157	3435	75	709	0	24	1162	6	113	273	28	0	0	0	17	0	0	17	9	70	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
meridas	189	15	283	194	10	362	12	31	0	0	0	0	279	19	4	33	75	2464	119	479	0	103	696	16	19	53	83	14	1	8	0	0	12	65	22	140	267	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-ffi	115	75	232	134	6	618	9	13	0	0	0	0	461	13	0	16	136	2526	40	574	0	16	663	62	30	39	37	0	2	6	22	21	9	70	19	234	254	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pidlock	20	1	44	13	0	55	9	0	0	0	0	1	45	0	0	2	11	246	8	47	0	6	80	0	6	12	9	0	0	0	0	0	9	1	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remove_date	11	0	69	3	0	188	0	0	0	0	0	0	149	0	0	4	62	536	3	106	0	0	176	0	12	28	17	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
socket.io-extended	10	3	11	2	0	5	0	0	0	0	0	0	10	0	1	2	5	73	3	5	0	4	34	4	0	0	7	0	0	0	15	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stream-copy-file	4	0	18	1	0	29	0	0	0	0	0	0	23	0	0	4	10	108	4	28	0	0	16	0	2	8	2	0	0	0	0	2	0	2	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
webmo-client	524	80	805	361	9	808	18	36	2	1	0	1	795	27	10	71	351	5215	278	777	0	146	1610	46	68	111	315	8	4	11	336	27	18	199	45	245	307	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
allons-y-web-create	14	10	41	15	1	67	0	5	0	0	0	0	57	1	0	2	23	296	15	67	0	3	88	1	9	12	11	0	0	0	5	0	0	12	1	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
artillery-plugin-aws-sigv4	13	3	19	4	0	13	0	0	0	0	0	0	20	0	2	0	6	193	10	15	0	5	81	8	1	0	2	0	0	0	0	3	0	8	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
as-a	0	1	16	3	0	59	0	1	0	0	0	0	27	0	0	5	3	209	6	31	0	0	39	3	4	3	9	0	0	0	0	0	0	5	0	19	19	0	0	0	0	2	0	0	0	0	0	0	0	8	3	0	0
box2dweb-haircut	4460	3	1692	5163	63	1796	0	83	45	2	0	110	5356	134	0	110	867	34580	789	2108	0	114	17285	399	17	44	464	0	13	53	4208	2	0	309	149	1802	2185	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
compile-tex	10	5	15	6	0	21	0	1	0	0	0	0	18	2	0	2	6	123	4	19	0	1	27	2	3	5	3	0	0	0	0	0	0	1	2	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
get-server-port	0	0	3	0	0	10	0	0	0	0	0	0	7	0	0	1	2	34	0	5	0	0	10	0	0	0	1	0	0	0	0	0	0	2	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hos-com	0	2	2	0	0	4	0	0	0	0	0	0	1	0	0	0	2	9	0	4	0	0	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iadvize-ioc-library	2	0	14	1	0	25	0	0	0	0	0	0	9	0	0	2	4	118	7	1	0	0	26	8	3	6	3	0	0	0	0	7	0	4	1	7	7	0	0	0	0	2	0	0	0	0	0	0	0	11	7	0	0
iMemoized	43	3	67	38	0	83	0	15	0	0	0	1	87	2	0	7	20	587	32	129	0	16	170	4	28	58	19	0	0	0	4	0	0	24	6	15	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-ajax-markup	9	1	21	8	0	37	0	0	0	0	0	0	22	0	0	0	14	152	5	25	0	7	49	1	4	8	5	0	0	0	9	0	0	4	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
koast-aws	4	5	49	22	0	125	0	0	0	0	0	0	63	0	3	1	33	488	10	72	0	1	157	1	22	43	12	0	0	0	2	0	0	0	0	41	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3u	9	1	35	35	0	31	0	0	0	0	0	0	29	0	1	3	24	139	7	42	0	1	42	3	0	0	8	0	0	0	24	0	0	2	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
minidsp	16	15	62	21	0	111	0	2	0	0	0	0	66	0	0	4	31	435	14	128	0	0	148	17	14	30	26	0	0	0	46	6	0	10	1	20	21	0	0	0	6	19	0	0	2	0	9	0	0	10	4	0	0
nwjs-j5-fix	2	0	5	1	0	6	0	0	0	0	0	0	5	0	0	1	3	37	2	5	0	1	16	1	0	0	2	0	0	0	1	1	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
randr	37	16	135	47	0	226	0	0	0	0	0	0	213	0	0	0	115	884	31	302	0	6	205	13	34	31	31	0	0	0	27	0	0	26	0	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recursive-get	4	1	18	4	0	37	0	0	0	0	0	0	25	2	0	0	16	175	4	45	0	2	33	0	27	27	6	0	0	0	0	0	0	7	2	24	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rf24	14	0	9	2	0	3	0	0	0	0	0	0	17	0	0	0	7	58	2	6	0	3	11	2	1	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sleepsort	1	2	7	3	0	10	1	0	0	0	0	0	11	1	0	0	4	47	1	8	0	0	14	0	0	0	0	0	0	0	0	0	1	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strong	85	33	186	155	1	289	3	25	0	0	0	1	217	5	3	3	108	1268	69	504	0	48	393	5	36	29	90	0	0	0	35	1	3	28	5	86	90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
triangle-circle-collision	4	6	7	7	0	33	0	1	0	0	0	0	26	0	0	2	5	133	5	57	0	0	32	0	0	0	5	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u-machine	23	1	64	66	2	49	2	0	0	0	0	0	54	0	0	9	38	423	12	79	0	6	189	1	11	34	48	0	6	10	85	0	2	1	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
validate.io-safe-integer-array	3	9	12	2	0	13	0	0	0	0	0	0	8	2	0	2	5	53	3	26	0	0	10	0	1	0	5	0	0	0	0	0	0	3	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
allons-y-bodydata	4	2	14	10	0	24	0	3	0	0	0	0	14	0	0	0	9	101	5	25	0	2	36	1	3	0	7	0	0	0	5	0	0	3	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dom-to-image	55	35	264	96	0	677	1	3	0	0	0	0	240	5	0	86	164	2159	37	501	0	23	665	19	52	120	161	0	0	0	2	0	1	16	6	89	89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fastmatter	13	3	53	7	1	102	0	1	0	0	0	0	79	0	0	0	38	288	12	49	0	3	60	2	8	6	5	0	0	0	9	2	0	1	0	18	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
geom-collision	14	4	64	132	0	198	0	8	0	0	0	0	164	0	0	7	39	1540	17	401	0	41	644	0	133	278	12	0	0	0	0	0	0	49	1	62	62	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
j2c-plugin-logger	0	7	9	0	0	21	0	0	0	0	0	0	13	0	0	0	9	88	0	7	0	0	35	0	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ki1r0y.lock	13	2	34	6	0	40	0	1	0	0	0	0	47	0	0	4	22	142	6	26	0	0	28	1	0	0	7	0	0	0	5	0	0	4	1	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcash	9	0	23	13	0	72	0	3	0	0	0	0	21	0	0	1	15	297	18	81	0	2	117	6	2	3	16	0	0	0	10	5	0	11	0	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
neo4j-connect	928	108	1108	573	15	1169	15	151	1	1	0	2	1126	9	13	224	359	8675	378	1313	1	317	1779	57	100	166	514	4	5	18	152	26	15	398	105	455	763	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-redsys-api	21	6	33	14	1	81	0	2	0	0	0	0	46	0	1	3	26	355	2	86	0	1	128	10	6	22	22	0	0	0	39	0	0	1	1	27	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oembed-node	5	0	41	11	0	99	1	0	0	0	0	0	54	0	0	0	36	342	3	60	0	1	127	0	23	25	14	0	0	0	0	0	1	1	0	19	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
peer-file	31	2	68	12	0	128	0	1	0	0	0	0	115	0	0	0	50	459	18	100	0	9	226	5	16	25	17	0	0	0	115	0	0	8	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t1t-pg-audit-log	78	9	111	56	5	104	0	1	0	0	0	0	137	4	8	8	47	843	54	148	2	15	305	7	24	55	25	0	0	0	79	0	0	18	4	34	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v-assign	4	0	5	4	0	1	0	0	0	0	0	0	2	2	0	0	1	36	2	5	0	2	13	0	0	0	0	0	0	0	0	0	0	1	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
@c8base-service	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bodhi-pipes-common	36	28	161	30	0	187	5	7	0	0	0	0	145	2	0	43	44	1144	59	209	0	20	227	17	59	127	50	0	0	0	102	2	5	47	2	52	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bson	3816	296	3951	7161	85	7563	58	792	16	6	0	35	5521	229	24	164	1760	45770	1860	13775	0	1108	11251	850	630	866	1747	28	25	184	1439	254	61	1094	1202	2748	4100	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clean-stacktrace	0	6	10	3	0	31	0	0	0	0	0	0	11	0	0	0	9	87	1	48	0	1	22	0	0	0	4	0	0	0	0	0	0	2	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clickquery	8	0	4	2	0	3	0	0	0	0	0	0	6	2	0	0	3	43	0	4	0	0	14	1	0	0	3	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
connect-b2g	4	0	10	7	0	18	0	0	0	0	0	0	12	0	0	0	6	78	4	23	0	5	24	0	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conventional-github-releaser	18	14	80	20	1	204	0	0	0	0	0	0	168	1	0	2	64	685	12	180	0	6	229	3	31	42	4	0	0	0	8	2	0	8	1	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fastsearch	62	17	151	104	6	315	0	20	0	0	0	0	226	0	0	2	85	1553	56	320	0	64	747	2	35	167	30	0	2	6	312	0	0	32	2	40	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gac	0	0	1	0	0	3	0	0	0	0	0	0	3	0	0	0	1	15	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hexo-renderer-webpack-2	6	2	7	2	0	26	0	1	0	0	0	0	8	0	0	0	5	131	4	16	0	2	47	5	8	11	6	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ios-test-app	1	3	26	11	0	44	0	0	0	0	0	0	39	0	0	5	16	175	7	21	0	0	41	0	2	4	4	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
licensecheck	55	10	113	75	2	138	0	1	0	0	0	0	79	5	2	17	20	808	59	142	0	29	251	0	16	16	47	0	1	2	0	1	0	15	5	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mac-sounds	1	0	1	4	0	4	0	0	0	0	0	0	2	0	0	0	1	15	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcap-logger	24	7	96	34	0	166	1	6	0	0	0	0	119	0	0	3	70	594	18	180	0	9	225	16	31	64	28	0	0	0	28	0	1	14	0	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
node-snap7	0	0	12	0	0	12	0	0	0	0	0	0	0	0	0	0	12	124	0	10	0	0	36	0	0	0	12	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pgpbuilder	66	39	74	63	0	304	0	1	0	0	0	0	237	2	0	2	58	1438	10	308	0	14	593	21	81	155	15	0	0	0	15	5	0	11	2	51	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ray-direction-classify	3	81	8	21	0	15	0	4	0	0	0	0	12	0	0	2	6	224	0	265	0	0	101	0	0	0	2	0	0	0	0	0	0	86	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t-minus	41	0	39	35	0	39	1	7	0	0	0	0	61	0	0	0	22	235	16	64	0	11	137	1	0	0	14	0	0	0	92	0	1	5	6	8	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TeeChart	4506	170	1349	3288	26	3141	4	646	1	6	0	1	4640	236	5	100	719	33307	710	5405	4	1138	15309	357	285	934	364	599	4	21	4301	3	5	858	243	649	1470	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x-file	42	1	38	44	0	108	0	1	0	0	0	0	97	0	0	1	27	411	26	163	0	7	204	26	1	2	9	0	0	0	47	11	0	12	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
y-walk	27	2	21	0	0	19	2	0	0	0	0	0	36	0	0	7	4	183	8	7	0	5	41	2	0	0	15	0	0	0	20	0	2	3	0	3	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
btreejs	139	22	211	245	5	249	0	23	0	2	0	0	291	25	0	10	84	1713	82	468	0	16	647	16	17	44	45	0	0	0	131	5	0	34	20	74	85	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dispatch	13	9	60	6	0	146	0	1	0	0	0	0	130	0	0	3	51	571	6	187	0	5	127	1	46	65	7	0	0	0	0	0	0	3	0	32	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grunt-xamarinbuildandsign	1	5	10	8	0	19	0	0	0	0	0	0	11	0	0	0	4	87	6	34	0	0	27	0	4	9	2	0	0	0	2	0	0	5	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gulp-axe-core	9	2	78	30	0	204	2	2	0	0	0	0	97	0	0	8	49	593	12	131	0	0	219	8	9	17	16	0	0	0	2	0	2	0	0	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
http-hash	45	3	97	35	2	187	7	2	3	0	0	0	168	8	0	30	24	946	16	153	0	22	310	9	9	3	4	0	0	0	15	4	7	9	8	82	82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ical-toolkit	58	8	97	93	0	204	3	3	0	0	0	0	174	3	4	4	32	943	73	195	0	21	398	23	10	13	31	0	0	0	50	7	3	42	4	21	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery-mouse-exit	1199	191	768	1127	11	1834	15	379	1	2	0	5	457	129	34	94	540	13739	246	2220	0	1192	3902	42	238	597	509	507	0	0	416	12	15	687	136	320	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jquery.uniform	1518	190	1061	1249	11	2631	22	453	1	3	0	5	718	135	47	143	705	17956	312	2849	0	1458	5173	44	353	866	649	642	3	9	445	4	22	825	133	380	1170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lefty	1100	93	1954	1217	103	3579	13	165	2	1	0	0	1812	47	4	127	598	15595	995	2734	0	356	4938	152	156	284	618	0	29	171	423	54	13	402	58	1330	1428	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lie	198	47	495	176	0	460	11	16	0	0	0	0	497	2	0	93	171	2757	157	395	0	56	662	78	25	9	117	2	0	0	195	8	11	141	33	211	215	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3958mojits	173	161	366	133	0	468	5	5	0	0	0	0	381	3	5	14	220	2606	86	2362	0	17	927	58	93	1186	102	0	0	0	90	0	5	68	0	95	233	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mailuploader	25	0	45	49	0	80	0	0	0	0	0	0	64	2	0	3	18	375	20	60	0	9	246	3	5	5	8	1	0	0	126	0	0	6	6	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
monitos	16	0	49	10	1	50	0	0	0	0	0	0	55	1	0	0	29	213	12	44	0	0	73	5	10	14	6	0	0	0	44	2	0	9	1	5	6	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0
namespace-context	6	1	31	2	0	109	0	0	0	0	0	0	75	0	0	0	30	317	13	79	0	7	92	1	26	32	16	0	0	0	7	0	0	3	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
odesk-api	83	0	179	181	0	275	0	0	0	0	0	0	344	0	0	4	162	1482	11	328	0	8	491	10	39	5	6	0	0	0	191	2	0	3	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxford-plugin-yaml	3	3	14	0	0	53	1	0	0	0	0	0	24	0	0	0	11	144	1	32	0	0	61	1	4	3	3	0	1	3	2	3	1	1	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
robscure	4	8	22	32	0	43	0	6	0	0	0	1	29	2	2	2	14	266	6	76	0	5	68	4	11	19	7	0	0	0	1	4	0	8	3	17	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x-class-name	4	0	10	8	0	8	0	0	0	0	0	0	9	1	0	1	4	66	3	10	0	2	15	0	0	0	0	0	0	0	0	0	0	0	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
behavior3js	5633	1086	4320	3330	89	8385	57	856	12	2	0	26	5279	332	113	315	2710	63204	1316	11333	1	3453	21299	421	1580	4034	1821	1649	28	125	3799	92	58	1997	374	2240	4734	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ember-i18n-test-helpers	13	1	53	20	0	123	0	0	0	0	0	0	67	0	0	4	33	365	11	130	0	5	127	1	19	25	18	0	0	0	15	0	0	9	0	22	22	0	0	0	0	2	0	2	0	0	0	0	0	2	2	0	0
grunt-rsync	1	5	15	5	0	29	1	0	0	0	0	0	25	0	0	0	10	123	2	46	0	0	42	0	16	31	0	0	0	0	4	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gulp-chimp	19	3	51	21	0	82	0	0	0	0	0	0	72	0	0	4	29	303	12	51	0	0	112	2	2	9	3	0	0	0	12	1	0	3	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
homebridge-houmio-v2	17	3	23	12	0	57	0	4	0	0	0	0	34	0	0	3	9	255	4	40	0	3	100	3	6	11	8	0	1	3	40	0	0	1	0	9	9	0	0	0	5	15	0	0	0	0	0	0	0	7	3	0	0
